ID,Année,Pays,GDP (en TND),Population,Le Produit Intérieur brut (%),Taux de fécondité,Taux de mortalité infantille (pour 1 000 naissances vivantes),Taux de mortalité maternelle (pour 1 00000 naissances vivantes),Production agricole (en USD),Personnel militaire actif,Personnel militaire de réserve,Taux dalphabetisation(%),La production informatique (en USD),Le nombre de chars dassut,Le nombre de sous marines,Le nombre de véhicules,Personnel militaire,PIB Catégorie ,Unités de logement,Personnes rendues sans abri,Mineurs rendus sans abri,Zone,Type de structure,Portée de la démolition,District,Raison de la démolition,Démolition effectuée par
88,2009-01-01,Palestine,1.61 billion,"4,018,000",6.8,4.0,15.9,22.4,104.0,0,0,0.0,0,0,0.0,0,0 - 0,High PIB,3,28,0,East Jerusalem,Residential Structure,Complete Demolition,East Jerusalem,Demolition of houses as punishment,
89,2010-01-01,Palestine,1.6 billion,"4,070,000",8.5,3.99,15.1,21.9,108.0,0,0,0.0,0,0,0.0,0,0 - 0,High PIB,5,34,24,The West Bank (Excluding East Jerusalem),Residential Structure,,Bethlehem,Demolition on the pretext of unlawful construction,
90,2010-01-01,Palestine,1.6 billion,"4,070,000",8.5,3.99,15.1,21.9,108.0,0,0,0.0,0,0,0.0,0,0 - 0,High PIB,3,27,21,The West Bank (Excluding East Jerusalem),Residential Structure,,Hebron,Demolition on the pretext of unlawful construction,
91,2010-01-01,Palestine,1.6 billion,"4,070,000",8.5,3.99,15.1,21.9,108.0,0,0,0.0,0,0,0.0,0,0 - 0,High PIB,3,37,24,The West Bank (Excluding East Jerusalem),Residential Structure,,Jericho,Demolition on the pretext of unlawful construction,
92,2010-01-01,Palestine,1.6 billion,"4,070,000",8.5,3.99,15.1,21.9,108.0,0,0,0.0,0,0,0.0,0,0 - 0,High PIB,19,133,47,The West Bank (Excluding East Jerusalem),Residential Structure,,Nablus,Demolition on the pretext of unlawful construction,
93,2010-01-01,Palestine,1.6 billion,"4,070,000",8.5,3.99,15.1,21.9,108.0,0,0,0.0,0,0,0.0,0,0 - 0,High PIB,1,5,3,The West Bank (Excluding East Jerusalem),Residential Structure,,Qalqiliya,Demolition on the pretext of unlawful construction,
94,2010-01-01,Palestine,1.6 billion,"4,070,000",8.5,3.99,15.1,21.9,108.0,0,0,0.0,0,0,0.0,0,0 - 0,High PIB,2,2,0,The West Bank (Excluding East Jerusalem),Residential Structure,,Ramallah and al-Bira,Demolition on the pretext of unlawful construction,
95,2010-01-01,Palestine,1.6 billion,"4,070,000",8.5,3.99,15.1,21.9,108.0,0,0,0.0,0,0,0.0,0,0 - 0,High PIB,2,7,5,The West Bank (Excluding East Jerusalem),Residential Structure,,Salfit,Demolition on the pretext of unlawful construction,
96,2010-01-01,Palestine,1.6 billion,"4,070,000",8.5,3.99,15.1,21.9,108.0,0,0,0.0,0,0,0.0,0,0 - 0,High PIB,50,142,60,The West Bank (Excluding East Jerusalem),Residential Structure,,Tubas,Demolition on the pretext of unlawful construction,
97,2010-01-01,Palestine,1.6 billion,"4,070,000",8.5,3.99,15.1,21.9,108.0,0,0,0.0,0,0,0.0,0,0 - 0,High PIB,14,100,54,East Jerusalem,Residential Structure,,East Jerusalem,Demolition on the pretext of unlawful construction,Authorities
98,2010-01-01,Palestine,1.6 billion,"4,070,000",8.5,3.99,15.1,21.9,108.0,0,0,0.0,0,0,0.0,0,0 - 0,High PIB,9,81,37,East Jerusalem,Residential Structure,,East Jerusalem,Demolition on the pretext of unlawful construction,Owners
99,2010-01-01,Palestine,1.6 billion,"4,070,000",8.5,3.99,15.1,21.9,108.0,0,0,0.0,0,0,0.0,0,0 - 0,High PIB,3,13,7,Gaza Strip,Residential Structure,Complete Demolition,Deir al-Balah,Demolition for alleged military purposes,
100,2010-01-01,Palestine,1.6 billion,"4,070,000",8.5,3.99,15.1,21.9,108.0,0,0,0.0,0,0,0.0,0,0 - 0,High PIB,9,25,16,Gaza Strip,Residential Structure,Complete Demolition,Khan Yunis,Demolition for alleged military purposes,
101,2010-01-01,Palestine,1.6 billion,"4,070,000",8.5,3.99,15.1,21.9,108.0,0,0,0.0,0,0,0.0,0,0 - 0,High PIB,1,0,0,Gaza Strip,Residential Structure,Partial Demolition,Khan Yunis,Demolition for alleged military purposes,
102,2010-01-01,Palestine,1.6 billion,"4,070,000",8.5,3.99,15.1,21.9,108.0,0,0,0.0,0,0,0.0,0,0 - 0,High PIB,1,6,4,The West Bank (Excluding East Jerusalem),Residential Structure,Complete Demolition,Herbon,Demolition for alleged military purposes,
103,2011-01-01,Palestine,1.74 billion,"4,198,000",-0.5,3.87,14.3,21.1,112.0,0,0,0.0,0,0,0.0,0,0 - 0,Low PIB,23,128,73,The West Bank (Excluding East Jerusalem),Residential Structure,,Al-Quds,Demolition on the pretext of unlawful construction,
104,2011-01-01,Palestine,1.74 billion,"4,198,000",-0.5,3.87,14.3,21.1,112.0,0,0,0.0,0,0,0.0,0,0 - 0,Low PIB,1,10,6,The West Bank (Excluding East Jerusalem),Residential Structure,,Bethlehem,Demolition on the pretext of unlawful construction,
105,2011-01-01,Palestine,1.74 billion,"4,198,000",-0.5,3.87,14.3,21.1,112.0,0,0,0.0,0,0,0.0,0,0 - 0,Low PIB,26,211,97,The West Bank (Excluding East Jerusalem),Residential Structure,,Hebron,Demolition on the pretext of unlawful construction,
106,2011-01-01,Palestine,1.74 billion,"4,198,000",-0.5,3.87,14.3,21.1,112.0,0,0,0.0,0,0,0.0,0,0 - 0,Low PIB,33,183,85,The West Bank (Excluding East Jerusalem),Residential Structure,,Jericho,Demolition on the pretext of unlawful construction,
107,2011-01-01,Palestine,1.74 billion,"4,198,000",-0.5,3.87,14.3,21.1,112.0,0,0,0.0,0,0,0.0,0,0 - 0,Low PIB,43,148,60,The West Bank (Excluding East Jerusalem),Residential Structure,,Nablus,Demolition on the pretext of unlawful construction,
108,2011-01-01,Palestine,1.74 billion,"4,198,000",-0.5,3.87,14.3,21.1,112.0,0,0,0.0,0,0,0.0,0,0 - 0,Low PIB,7,45,30,The West Bank (Excluding East Jerusalem),Residential Structure,,Qalqiliya,Demolition on the pretext of unlawful construction,
109,2011-01-01,Palestine,1.74 billion,"4,198,000",-0.5,3.87,14.3,21.1,112.0,0,0,0.0,0,0,0.0,0,0 - 0,Low PIB,4,16,8,The West Bank (Excluding East Jerusalem),Residential Structure,,Ramallah and al-Bira,Demolition on the pretext of unlawful construction,
110,2011-01-01,Palestine,1.74 billion,"4,198,000",-0.5,3.87,14.3,21.1,112.0,0,0,0.0,0,0,0.0,0,0 - 0,Low PIB,20,112,48,The West Bank (Excluding East Jerusalem),Residential Structure,,Tubas,Demolition on the pretext of unlawful construction,
111,2011-01-01,Palestine,1.74 billion,"4,198,000",-0.5,3.87,14.3,21.1,112.0,0,0,0.0,0,0,0.0,0,0 - 0,Low PIB,8,48,22,East Jerusalem,Residential Structure,,East Jerusalem,Demolition on the pretext of unlawful construction,Authorities
112,2011-01-01,Palestine,1.74 billion,"4,198,000",-0.5,3.87,14.3,21.1,112.0,0,0,0.0,0,0,0.0,0,0 - 0,Low PIB,15,66,34,East Jerusalem,Residential Structure,,East Jerusalem,Demolition on the pretext of unlawful construction,Owners
113,2011-01-01,Palestine,1.74 billion,"4,198,000",-0.5,3.87,14.3,21.1,112.0,0,0,0.0,0,0,0.0,0,0 - 0,Low PIB,2,12,0,Gaza Strip,Residential Structure,Complete Demolition,Deir al-Balah,Demolition for alleged military purposes,
114,2012-01-01,Palestine,1.82 billion,"4,297,000",5.9,3.83,13.8,20.4,115.0,0,0,0.0,0,0,0.0,0,0 - 0,High PIB,14,83,52,The West Bank (Excluding East Jerusalem),Residential Structure,,Al-Quds,Demolition on the pretext of unlawful construction,
115,2012-01-01,Palestine,1.82 billion,"4,297,000",5.9,3.83,13.8,20.4,115.0,0,0,0.0,0,0,0.0,0,0 - 0,High PIB,4,21,8,The West Bank (Excluding East Jerusalem),Residential Structure,,Bethlehem,Demolition on the pretext of unlawful construction,
116,2012-01-01,Palestine,1.82 billion,"4,297,000",5.9,3.83,13.8,20.4,115.0,0,0,0.0,0,0,0.0,0,0 - 0,High PIB,18,121,63,The West Bank (Excluding East Jerusalem),Residential Structure,,Hebron,Demolition on the pretext of unlawful construction,
117,2012-01-01,Palestine,1.82 billion,"4,297,000",5.9,3.83,13.8,20.4,115.0,0,0,0.0,0,0,0.0,0,0 - 0,High PIB,10,23,13,The West Bank (Excluding East Jerusalem),Residential Structure,,Jericho,Demolition on the pretext of unlawful construction,
118,2012-01-01,Palestine,1.82 billion,"4,297,000",5.9,3.83,13.8,20.4,115.0,0,0,0.0,0,0,0.0,0,0 - 0,High PIB,12,31,11,The West Bank (Excluding East Jerusalem),Residential Structure,,Nablus,Demolition on the pretext of unlawful construction,
119,2012-01-01,Palestine,1.82 billion,"4,297,000",5.9,3.83,13.8,20.4,115.0,0,0,0.0,0,0,0.0,0,0 - 0,High PIB,3,19,11,The West Bank (Excluding East Jerusalem),Residential Structure,,Qalqiliya,Demolition on the pretext of unlawful construction,
120,2012-01-01,Palestine,1.82 billion,"4,297,000",5.9,3.83,13.8,20.4,115.0,0,0,0.0,0,0,0.0,0,0 - 0,High PIB,9,50,32,The West Bank (Excluding East Jerusalem),Residential Structure,,Ramallah and al-Bira,Demolition on the pretext of unlawful construction,
121,2012-01-01,Palestine,1.82 billion,"4,297,000",5.9,3.83,13.8,20.4,115.0,0,0,0.0,0,0,0.0,0,0 - 0,High PIB,11,59,37,The West Bank (Excluding East Jerusalem),Residential Structure,,Salfit,Demolition on the pretext of unlawful construction,
122,2012-01-01,Palestine,1.82 billion,"4,297,000",5.9,3.83,13.8,20.4,115.0,0,0,0.0,0,0,0.0,0,0 - 0,High PIB,17,119,47,The West Bank (Excluding East Jerusalem),Residential Structure,,Tubas,Demolition on the pretext of unlawful construction,
123,2012-01-01,Palestine,1.82 billion,"4,297,000",5.9,3.83,13.8,20.4,115.0,0,0,0.0,0,0,0.0,0,0 - 0,High PIB,14,61,31,East Jerusalem,Residential Structure,,East Jerusalem,Demolition on the pretext of unlawful construction,Authorities
124,2012-01-01,Palestine,1.82 billion,"4,297,000",5.9,3.83,13.8,20.4,115.0,0,0,0.0,0,0,0.0,0,0 - 0,High PIB,8,46,21,East Jerusalem,Residential Structure,,East Jerusalem,Demolition on the pretext of unlawful construction,Owners
125,2012-01-01,Palestine,1.82 billion,"4,297,000",5.9,3.83,13.8,20.4,115.0,0,0,0.0,0,0,0.0,0,0 - 0,High PIB,25,0,0,East Jerusalem,Non Residential Structure,,East Jerusalem,Demolition on the pretext of unlawful construction,Authorities
126,2012-01-01,Palestine,1.82 billion,"4,297,000",5.9,3.83,13.8,20.4,115.0,0,0,0.0,0,0,0.0,0,0 - 0,High PIB,2,0,0,East Jerusalem,Non Residential Structure,,East Jerusalem,Demolition on the pretext of unlawful construction,Owners
127,2013-01-01,Palestine,1.84 billion,"4,404,000",4.9,3.79,13.4,20.0,117.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,17,74,48,The West Bank (Excluding East Jerusalem),Residential Structure,,Al-Quds,Demolition on the pretext of unlawful construction,
128,2013-01-01,Palestine,1.84 billion,"4,404,000",4.9,3.79,13.4,20.0,117.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,1,0,0,The West Bank (Excluding East Jerusalem),Residential Structure,,Bethlehem,Demolition on the pretext of unlawful construction,
129,2013-01-01,Palestine,1.84 billion,"4,404,000",4.9,3.79,13.4,20.0,117.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,11,39,20,The West Bank (Excluding East Jerusalem),Residential Structure,,Hebron,Demolition on the pretext of unlawful construction,
130,2013-01-01,Palestine,1.84 billion,"4,404,000",4.9,3.79,13.4,20.0,117.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,2,2,0,The West Bank (Excluding East Jerusalem),Residential Structure,,Jenin,Demolition on the pretext of unlawful construction,
131,2013-01-01,Palestine,1.84 billion,"4,404,000",4.9,3.79,13.4,20.0,117.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,29,165,90,The West Bank (Excluding East Jerusalem),Residential Structure,,Jericho,Demolition on the pretext of unlawful construction,
132,2013-01-01,Palestine,1.84 billion,"4,404,000",4.9,3.79,13.4,20.0,117.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,2,8,3,The West Bank (Excluding East Jerusalem),Residential Structure,,Nablus,Demolition on the pretext of unlawful construction,
133,2013-01-01,Palestine,1.84 billion,"4,404,000",4.9,3.79,13.4,20.0,117.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,16,63,26,The West Bank (Excluding East Jerusalem),Residential Structure,,Ramallah and al-Bira,Demolition on the pretext of unlawful construction,
134,2013-01-01,Palestine,1.84 billion,"4,404,000",4.9,3.79,13.4,20.0,117.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,1,0,0,The West Bank (Excluding East Jerusalem),Residential Structure,,Salfit,Demolition on the pretext of unlawful construction,
135,2013-01-01,Palestine,1.84 billion,"4,404,000",4.9,3.79,13.4,20.0,117.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,97,181,85,The West Bank (Excluding East Jerusalem),Residential Structure,,Tubas,Demolition on the pretext of unlawful construction,
136,2013-01-01,Palestine,1.84 billion,"4,404,000",4.9,3.79,13.4,20.0,117.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,60,224,126,East Jerusalem,Residential Structure,,East Jerusalem,Demolition on the pretext of unlawful construction,Authorities
137,2013-01-01,Palestine,1.84 billion,"4,404,000",4.9,3.79,13.4,20.0,117.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,13,82,53,East Jerusalem,Residential Structure,,East Jerusalem,Demolition on the pretext of unlawful construction,Owners
138,2013-01-01,Palestine,1.84 billion,"4,404,000",4.9,3.79,13.4,20.0,117.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,27,0,0,East Jerusalem,Non Residential Structure,,East Jerusalem,Demolition on the pretext of unlawful construction,Authorities
139,2014-01-01,Palestine,1.84 billion,"4,530,000",5.9,3.74,12.8,19.5,120.0,0,0,0.0,0,0,0.0,0,0 - 0,High PIB,26,175,104,The West Bank (Excluding East Jerusalem),Residential Structure,,Al-Quds,Demolition on the pretext of unlawful construction,
140,2014-01-01,Palestine,1.84 billion,"4,530,000",5.9,3.74,12.8,19.5,120.0,0,0,0.0,0,0,0.0,0,0 - 0,High PIB,2,20,14,The West Bank (Excluding East Jerusalem),Residential Structure,,Bethlehem,Demolition on the pretext of unlawful construction,
141,2014-01-01,Palestine,1.84 billion,"4,530,000",5.9,3.74,12.8,19.5,120.0,0,0,0.0,0,0,0.0,0,0 - 0,High PIB,19,133,66,The West Bank (Excluding East Jerusalem),Residential Structure,,Hebron,Demolition on the pretext of unlawful construction,
142,2014-01-01,Palestine,1.84 billion,"4,530,000",5.9,3.74,12.8,19.5,120.0,0,0,0.0,0,0,0.0,0,0 - 0,High PIB,33,143,71,The West Bank (Excluding East Jerusalem),Residential Structure,,Jericho,Demolition on the pretext of unlawful construction,
143,2014-01-01,Palestine,1.84 billion,"4,530,000",5.9,3.74,12.8,19.5,120.0,0,0,0.0,0,0,0.0,0,0 - 0,High PIB,13,46,22,The West Bank (Excluding East Jerusalem),Residential Structure,,Nablus,Demolition on the pretext of unlawful construction,
144,2014-01-01,Palestine,1.84 billion,"4,530,000",5.9,3.74,12.8,19.5,120.0,0,0,0.0,0,0,0.0,0,0 - 0,High PIB,7,33,19,The West Bank (Excluding East Jerusalem),Residential Structure,,Ramallah and al-Bira,Demolition on the pretext of unlawful construction,
145,2014-01-01,Palestine,1.84 billion,"4,530,000",5.9,3.74,12.8,19.5,120.0,0,0,0.0,0,0,0.0,0,0 - 0,High PIB,45,179,99,The West Bank (Excluding East Jerusalem),Residential Structure,,Tubas,Demolition on the pretext of unlawful construction,
146,2014-01-01,Palestine,1.84 billion,"4,530,000",5.9,3.74,12.8,19.5,120.0,0,0,0.0,0,0,0.0,0,0 - 0,High PIB,37,93,45,East Jerusalem,Residential Structure,,East Jerusalem,Demolition on the pretext of unlawful construction,Authorities
147,2014-01-01,Palestine,1.84 billion,"4,530,000",5.9,3.74,12.8,19.5,120.0,0,0,0.0,0,0,0.0,0,0 - 0,High PIB,17,74,32,East Jerusalem,Residential Structure,,East Jerusalem,Demolition on the pretext of unlawful construction,Owners
148,2014-01-01,Palestine,1.84 billion,"4,530,000",5.9,3.74,12.8,19.5,120.0,0,0,0.0,0,0,0.0,0,0 - 0,High PIB,48,0,0,East Jerusalem,Non Residential Structure,,East Jerusalem,Demolition on the pretext of unlawful construction,Authorities
149,2014-01-01,Palestine,1.84 billion,"4,530,000",5.9,3.74,12.8,19.5,120.0,0,0,0.0,0,0,0.0,0,0 - 0,High PIB,3,0,0,East Jerusalem,Non Residential Structure,,East Jerusalem,Demolition on the pretext of unlawful construction,Owners
150,2014-01-01,Palestine,1.84 billion,"4,530,000",5.9,3.74,12.8,19.5,120.0,0,0,0.0,0,0,0.0,0,0 - 0,High PIB,1,0,0,The West Bank (Excluding East Jerusalem),Residential Structure,Partial Demolition,Ramallah and al-Bira,Demolition for alleged military purposes,
151,2014-01-01,Palestine,1.84 billion,"4,530,000",5.9,3.74,12.8,19.5,120.0,0,0,0.0,0,0,0.0,0,0 - 0,High PIB,3,0,0,The West Bank (Excluding East Jerusalem),Non Residential Structure,Complete Demolition,Nablus,Demolition for alleged military purposes,
152,2014-01-01,Palestine,1.84 billion,"4,530,000",5.9,3.74,12.8,19.5,120.0,0,0,0.0,0,0,0.0,0,0 - 0,High PIB,4,23,13,The West Bank (Excluding East Jerusalem),Residential Structure,Complete Demolition,Herbron,Demolition of houses as punishment,
153,2014-01-01,Palestine,1.84 billion,"4,530,000",5.9,3.74,12.8,19.5,120.0,0,0,0.0,0,0,0.0,0,0 - 0,High PIB,1,6,3,East Jerusalem,Residential Structure,Complete Demolition,East Jerusalem,Demolition of houses as punishment,
154,2015-01-01,Palestine,1.9 billion,"4,692,000",3.3,3.69,12.3,18.9,123.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,20,102,65,The West Bank (Excluding East Jerusalem),Residential Structure,,Al-Quds,Demolition on the pretext of unlawful construction,
155,2015-01-01,Palestine,1.9 billion,"4,692,000",3.3,3.69,12.3,18.9,123.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,1,0,0,The West Bank (Excluding East Jerusalem),Residential Structure,,Bethlehem,Demolition on the pretext of unlawful construction,
156,2015-01-01,Palestine,1.9 billion,"4,692,000",3.3,3.69,12.3,18.9,123.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,11,47,25,The West Bank (Excluding East Jerusalem),Residential Structure,,Hebron,Demolition on the pretext of unlawful construction,
157,2015-01-01,Palestine,1.9 billion,"4,692,000",3.3,3.69,12.3,18.9,123.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,3,21,13,The West Bank (Excluding East Jerusalem),Residential Structure,,Jenin,Demolition on the pretext of unlawful construction,
158,2015-01-01,Palestine,1.9 billion,"4,692,000",3.3,3.69,12.3,18.9,123.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,37,122,70,The West Bank (Excluding East Jerusalem),Residential Structure,,Jericho,Demolition on the pretext of unlawful construction,
159,2015-01-01,Palestine,1.9 billion,"4,692,000",3.3,3.69,12.3,18.9,123.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,19,116,80,The West Bank (Excluding East Jerusalem),Residential Structure,,Ramallah and al-Bira,Demolition on the pretext of unlawful construction,
160,2015-01-01,Palestine,1.9 billion,"4,692,000",3.3,3.69,12.3,18.9,123.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,35,98,40,The West Bank (Excluding East Jerusalem),Residential Structure,,Tubas,Demolition on the pretext of unlawful construction,
161,2015-01-01,Palestine,1.9 billion,"4,692,000",3.3,3.69,12.3,18.9,123.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,42,81,51,East Jerusalem,Residential Structure,,East Jerusalem,Demolition on the pretext of unlawful construction,Authorities
162,2015-01-01,Palestine,1.9 billion,"4,692,000",3.3,3.69,12.3,18.9,123.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,3,23,14,East Jerusalem,Residential Structure,,East Jerusalem,Demolition on the pretext of unlawful construction,Owners
163,2015-01-01,Palestine,1.9 billion,"4,692,000",3.3,3.69,12.3,18.9,123.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,40,0,0,East Jerusalem,Non Residential Structure,,East Jerusalem,Demolition on the pretext of unlawful construction,Authorities
164,2015-01-01,Palestine,1.9 billion,"4,692,000",3.3,3.69,12.3,18.9,123.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,1,0,0,East Jerusalem,Non Residential Structure,,East Jerusalem,Demolition on the pretext of unlawful construction,Owners
165,2015-01-01,Palestine,1.9 billion,"4,692,000",3.3,3.69,12.3,18.9,123.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,1,3,2,The West Bank (Excluding East Jerusalem),Residential Structure,Complete Demolition,Al-Quds,Demolition of houses as punishment,
166,2015-01-01,Palestine,1.9 billion,"4,692,000",3.3,3.69,12.3,18.9,123.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,1,3,2,The West Bank (Excluding East Jerusalem),Residential Structure,Complete Demolition,Herbron,Demolition of houses as punishment,
167,2015-01-01,Palestine,1.9 billion,"4,692,000",3.3,3.69,12.3,18.9,123.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,5,25,10,The West Bank (Excluding East Jerusalem),Residential Structure,Complete Demolition,Nablus,Demolition of houses as punishment,
168,2015-01-01,Palestine,1.9 billion,"4,692,000",3.3,3.69,12.3,18.9,123.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,1,5,1,The West Bank (Excluding East Jerusalem),Residential Structure,Complete Demolition,Ramallah and al-Bira,Demolition of houses as punishment,
169,2015-01-01,Palestine,1.9 billion,"4,692,000",3.3,3.69,12.3,18.9,123.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,4,18,8,East Jerusalem,Residential Structure,Complete Demolition,East Jerusalem,Demolition of houses as punishment,
170,2015-01-01,Palestine,1.9 billion,"4,692,000",3.3,3.69,12.3,18.9,123.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,1,0,0,East Jerusalem,Residential Structure,Partial Demolition,East Jerusalem,Demolition of houses as punishment,
171,2016-01-01,Palestine,1.91 billion,"4,768,000",4.0,3.64,11.9,18.5,126.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,85,331,180,The West Bank (Excluding East Jerusalem),Residential Structure,,Al-Quds,Demolition on the pretext of unlawful construction,
172,2016-01-01,Palestine,1.91 billion,"4,768,000",4.0,3.64,11.9,18.5,126.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,5,7,4,The West Bank (Excluding East Jerusalem),Residential Structure,,Bethlehem,Demolition on the pretext of unlawful construction,
173,2016-01-01,Palestine,1.91 billion,"4,768,000",4.0,3.64,11.9,18.5,126.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,36,166,87,The West Bank (Excluding East Jerusalem),Residential Structure,,Hebron,Demolition on the pretext of unlawful construction,
174,2016-01-01,Palestine,1.91 billion,"4,768,000",4.0,3.64,11.9,18.5,126.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,38,231,146,The West Bank (Excluding East Jerusalem),Residential Structure,,Jericho,Demolition on the pretext of unlawful construction,
175,2016-01-01,Palestine,1.91 billion,"4,768,000",4.0,3.64,11.9,18.5,126.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,57,200,96,The West Bank (Excluding East Jerusalem),Residential Structure,,Nablus,Demolition on the pretext of unlawful construction,
176,2016-01-01,Palestine,1.91 billion,"4,768,000",4.0,3.64,11.9,18.5,126.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,11,58,24,The West Bank (Excluding East Jerusalem),Residential Structure,,Ramallah and al-Bira,Demolition on the pretext of unlawful construction,
177,2016-01-01,Palestine,1.91 billion,"4,768,000",4.0,3.64,11.9,18.5,126.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,44,181,63,The West Bank (Excluding East Jerusalem),Residential Structure,,Tubas,Demolition on the pretext of unlawful construction,
178,2016-01-01,Palestine,1.91 billion,"4,768,000",4.0,3.64,11.9,18.5,126.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,74,213,102,East Jerusalem,Residential Structure,,East Jerusalem,Demolition on the pretext of unlawful construction,Authorities
179,2016-01-01,Palestine,1.91 billion,"4,768,000",4.0,3.64,11.9,18.5,126.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,15,89,51,East Jerusalem,Residential Structure,,East Jerusalem,Demolition on the pretext of unlawful construction,Owners
