ID,Année,Pays,GDP (en TND),Population,Le Produit Intérieur brut (%),Taux de fécondité,Taux de mortalité infantille (pour 1 000 naissances vivantes),Taux de mortalité maternelle (pour 1 00000 naissances vivantes),Production agricole (en USD),Personnel militaire actif,Personnel militaire de réserve,Taux dalphabetisation(%),La production informatique (en USD),Le nombre de chars dassut,Le nombre de sous marines,Le nombre de véhicules,Personnel militaire,PIB Catégorie ,Unités de logement,Personnes rendues sans abri,Mineurs rendus sans abri,Zone,Type de structure,Portée de la démolition,District,Raison de la démolition,Démolition effectuée par
180,2016-01-01,Palestine,1.91 billion,"4,768,000",4.0,3.64,11.9,18.5,126.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,50,0,0,East Jerusalem,Non Residential Structure,,East Jerusalem,Demolition on the pretext of unlawful construction,Authorities
181,2016-01-01,Palestine,1.91 billion,"4,768,000",4.0,3.64,11.9,18.5,126.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,2,0,0,East Jerusalem,Non Residential Structure,,East Jerusalem,Demolition on the pretext of unlawful construction,Owners
182,2016-01-01,Palestine,1.91 billion,"4,768,000",4.0,3.64,11.9,18.5,126.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,5,6,2,The West Bank (Excluding East Jerusalem),Residential Structure,Complete Demolition,Herbon,Demolition for alleged military purposes,
183,2016-01-01,Palestine,1.91 billion,"4,768,000",4.0,3.64,11.9,18.5,126.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,4,23,9,The West Bank (Excluding East Jerusalem),Residential Structure,Complete Demolition,Al-Quds,Demolition of houses as punishment,
184,2016-01-01,Palestine,1.91 billion,"4,768,000",4.0,3.64,11.9,18.5,126.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,13,55,25,The West Bank (Excluding East Jerusalem),Residential Structure,Complete Demolition,Herbron,Demolition of houses as punishment,
185,2016-01-01,Palestine,1.91 billion,"4,768,000",4.0,3.64,11.9,18.5,126.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,4,30,8,The West Bank (Excluding East Jerusalem),Residential Structure,Complete Demolition,Jenin,Demolition of houses as punishment,
186,2016-01-01,Palestine,1.91 billion,"4,768,000",4.0,3.64,11.9,18.5,126.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,2,10,5,The West Bank (Excluding East Jerusalem),Residential Structure,Complete Demolition,Nablus,Demolition of houses as punishment,
187,2016-01-01,Palestine,1.91 billion,"4,768,000",4.0,3.64,11.9,18.5,126.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,1,5,2,The West Bank (Excluding East Jerusalem),Residential Structure,Complete Demolition,Qalqiliya,Demolition of houses as punishment,
188,2016-01-01,Palestine,1.91 billion,"4,768,000",4.0,3.64,11.9,18.5,126.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,4,15,5,East Jerusalem,Residential Structure,Complete Demolition,East Jerusalem,Demolition of houses as punishment,
189,2017-01-01,Palestine,1.94 billion,"4,816,000",3.1,3.57,11.4,17.9,129.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,50,179,115,The West Bank (Excluding East Jerusalem),Residential Structure,,Al-Quds,Demolition on the pretext of unlawful construction,
190,2017-01-01,Palestine,1.94 billion,"4,816,000",3.1,3.57,11.4,17.9,129.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,6,7,5,The West Bank (Excluding East Jerusalem),Residential Structure,,Bethlehem,Demolition on the pretext of unlawful construction,
191,2017-01-01,Palestine,1.94 billion,"4,816,000",3.1,3.57,11.4,17.9,129.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,7,37,17,The West Bank (Excluding East Jerusalem),Residential Structure,,Hebron,Demolition on the pretext of unlawful construction,
192,2017-01-01,Palestine,1.94 billion,"4,816,000",3.1,3.57,11.4,17.9,129.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,18,33,16,The West Bank (Excluding East Jerusalem),Residential Structure,,Jericho,Demolition on the pretext of unlawful construction,
193,2017-01-01,Palestine,1.94 billion,"4,816,000",3.1,3.57,11.4,17.9,129.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,13,69,33,The West Bank (Excluding East Jerusalem),Residential Structure,,Nablus,Demolition on the pretext of unlawful construction,
194,2017-01-01,Palestine,1.94 billion,"4,816,000",3.1,3.57,11.4,17.9,129.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,4,21,11,The West Bank (Excluding East Jerusalem),Residential Structure,,Ramallah and al-Bira,Demolition on the pretext of unlawful construction,
195,2017-01-01,Palestine,1.94 billion,"4,816,000",3.1,3.57,11.4,17.9,129.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,4,20,6,The West Bank (Excluding East Jerusalem),Residential Structure,,Tubas,Demolition on the pretext of unlawful construction,
196,2017-01-01,Palestine,1.94 billion,"4,816,000",3.1,3.57,11.4,17.9,129.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,52,122,63,East Jerusalem,Residential Structure,,East Jerusalem,Demolition on the pretext of unlawful construction,Authorities
197,2017-01-01,Palestine,1.94 billion,"4,816,000",3.1,3.57,11.4,17.9,129.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,10,40,25,East Jerusalem,Residential Structure,,East Jerusalem,Demolition on the pretext of unlawful construction,Owners
198,2017-01-01,Palestine,1.94 billion,"4,816,000",3.1,3.57,11.4,17.9,129.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,41,0,0,East Jerusalem,Non Residential Structure,,East Jerusalem,Demolition on the pretext of unlawful construction,Authorities
199,2017-01-01,Palestine,1.94 billion,"4,816,000",3.1,3.57,11.4,17.9,129.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,8,0,0,East Jerusalem,Non Residential Structure,,East Jerusalem,Demolition on the pretext of unlawful construction,Owners
200,2017-01-01,Palestine,1.94 billion,"4,816,000",3.1,3.57,11.4,17.9,129.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,1,0,,The West Bank (Excluding East Jerusalem),Non Residential Structure,Complete Demolition,Herbon,Demolition for alleged military purposes,
201,2017-01-01,Palestine,1.94 billion,"4,816,000",3.1,3.57,11.4,17.9,129.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,1,10,7,The West Bank (Excluding East Jerusalem),Residential Structure,Complete Demolition,Al-Quds,Demolition of houses as punishment,
202,2017-01-01,Palestine,1.94 billion,"4,816,000",3.1,3.57,11.4,17.9,129.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,1,5,3,The West Bank (Excluding East Jerusalem),Residential Structure,Complete Demolition,Jenin,Demolition of houses as punishment,
203,2017-01-01,Palestine,1.94 billion,"4,816,000",3.1,3.57,11.4,17.9,129.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,4,18,7,The West Bank (Excluding East Jerusalem),Residential Structure,Complete Demolition,Ramallah and al-Bira,Demolition of houses as punishment,
204,2017-01-01,Palestine,1.94 billion,"4,816,000",3.1,3.57,11.4,17.9,129.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,1,0,0,The West Bank (Excluding East Jerusalem),Residential Structure,Partial Demolition,Ramallah and al-Bira,Demolition of houses as punishment,
205,2017-01-01,Palestine,1.94 billion,"4,816,000",3.1,3.57,11.4,17.9,129.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,1,3,2,East Jerusalem,Residential Structure,Complete Demolition,East Jerusalem,Demolition of houses as punishment,
206,2018-01-01,Palestine,1.97 billion,"4,857,000",0.9,3.53,11.0,17.5,132.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,23,78,49,The West Bank (Excluding East Jerusalem),Residential Structure,,Al-Quds,Demolition on the pretext of unlawful construction,
207,2018-01-01,Palestine,1.97 billion,"4,857,000",0.9,3.53,11.0,17.5,132.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,7,36,18,The West Bank (Excluding East Jerusalem),Residential Structure,,Bethlehem,Demolition on the pretext of unlawful construction,
208,2018-01-01,Palestine,1.97 billion,"4,857,000",0.9,3.53,11.0,17.5,132.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,20,63,29,The West Bank (Excluding East Jerusalem),Residential Structure,,Hebron,Demolition on the pretext of unlawful construction,
209,2018-01-01,Palestine,1.97 billion,"4,857,000",0.9,3.53,11.0,17.5,132.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,2,4,0,The West Bank (Excluding East Jerusalem),Residential Structure,,Jenin,Demolition on the pretext of unlawful construction,
210,2018-01-01,Palestine,1.97 billion,"4,857,000",0.9,3.53,11.0,17.5,132.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,12,35,18,The West Bank (Excluding East Jerusalem),Residential Structure,,Jericho,Demolition on the pretext of unlawful construction,
211,2018-01-01,Palestine,1.97 billion,"4,857,000",0.9,3.53,11.0,17.5,132.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,2,8,3,The West Bank (Excluding East Jerusalem),Residential Structure,,Nablus,Demolition on the pretext of unlawful construction,
212,2018-01-01,Palestine,1.97 billion,"4,857,000",0.9,3.53,11.0,17.5,132.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,7,0,0,The West Bank (Excluding East Jerusalem),Residential Structure,,Ramallah and al-Bira,Demolition on the pretext of unlawful construction,
213,2018-01-01,Palestine,1.97 billion,"4,857,000",0.9,3.53,11.0,17.5,132.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,8,18,4,The West Bank (Excluding East Jerusalem),Residential Structure,,Tubas,Demolition on the pretext of unlawful construction,
214,2018-01-01,Palestine,1.97 billion,"4,857,000",0.9,3.53,11.0,17.5,132.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,47,100,30,East Jerusalem,Residential Structure,,East Jerusalem,Demolition on the pretext of unlawful construction,Authorities
215,2018-01-01,Palestine,1.97 billion,"4,857,000",0.9,3.53,11.0,17.5,132.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,12,55,33,East Jerusalem,Residential Structure,,East Jerusalem,Demolition on the pretext of unlawful construction,Owners
216,2018-01-01,Palestine,1.97 billion,"4,857,000",0.9,3.53,11.0,17.5,132.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,64,0,0,East Jerusalem,Non Residential Structure,,East Jerusalem,Demolition on the pretext of unlawful construction,Authorities
217,2018-01-01,Palestine,1.97 billion,"4,857,000",0.9,3.53,11.0,17.5,132.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,6,0,0,East Jerusalem,Non Residential Structure,,East Jerusalem,Demolition on the pretext of unlawful construction,Owners
218,2018-01-01,Palestine,1.97 billion,"4,857,000",0.9,3.53,11.0,17.5,132.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,4,16,3,The West Bank (Excluding East Jerusalem),Residential Structure,Complete Demolition,Jenin,Demolition for alleged military purposes,
219,2018-01-01,Palestine,1.97 billion,"4,857,000",0.9,3.53,11.0,17.5,132.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,3,0,0,The West Bank (Excluding East Jerusalem),Non Residential Structure,Complete Demolition,Jenin,Demolition for alleged military purposes,
220,2018-01-01,Palestine,1.97 billion,"4,857,000",0.9,3.53,11.0,17.5,132.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,2,12,3,The West Bank (Excluding East Jerusalem),Residential Structure,Complete Demolition,Jenin,Demolition of houses as punishment,
221,2018-01-01,Palestine,1.97 billion,"4,857,000",0.9,3.53,11.0,17.5,132.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,5,15,6,The West Bank (Excluding East Jerusalem),Residential Structure,Complete Demolition,Ramallah and al-Bira,Demolition of houses as punishment,
222,2018-01-01,Palestine,1.97 billion,"4,857,000",0.9,3.53,11.0,17.5,132.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,2,3,0,The West Bank (Excluding East Jerusalem),Residential Structure,Complete Demolition,Talkum,Demolition of houses as punishment,
223,2019-01-01,Palestine,1.97 billion,"4,895,000",1.0,3.48,10.6,17.1,135.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,9,35,16,The West Bank (Excluding East Jerusalem),Residential Structure,,Al-Quds,Demolition on the pretext of unlawful construction,
224,2019-01-01,Palestine,1.97 billion,"4,895,000",1.0,3.48,10.6,17.1,135.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,12,49,20,The West Bank (Excluding East Jerusalem),Residential Structure,,Bethlehem,Demolition on the pretext of unlawful construction,
225,2019-01-01,Palestine,1.97 billion,"4,895,000",1.0,3.48,10.6,17.1,135.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,43,157,67,The West Bank (Excluding East Jerusalem),Residential Structure,,Hebron,Demolition on the pretext of unlawful construction,
226,2019-01-01,Palestine,1.97 billion,"4,895,000",1.0,3.48,10.6,17.1,135.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,2,0,0,The West Bank (Excluding East Jerusalem),Residential Structure,,Jenin,Demolition on the pretext of unlawful construction,
227,2019-01-01,Palestine,1.97 billion,"4,895,000",1.0,3.48,10.6,17.1,135.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,11,33,22,The West Bank (Excluding East Jerusalem),Residential Structure,,Jericho,Demolition on the pretext of unlawful construction,
228,2019-01-01,Palestine,1.97 billion,"4,895,000",1.0,3.48,10.6,17.1,135.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,8,19,5,The West Bank (Excluding East Jerusalem),Residential Structure,,Nablus,Demolition on the pretext of unlawful construction,
229,2019-01-01,Palestine,1.97 billion,"4,895,000",1.0,3.48,10.6,17.1,135.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,1,0,0,The West Bank (Excluding East Jerusalem),Residential Structure,,Qalqiliya,Demolition on the pretext of unlawful construction,
230,2019-01-01,Palestine,1.97 billion,"4,895,000",1.0,3.48,10.6,17.1,135.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,4,26,19,The West Bank (Excluding East Jerusalem),Residential Structure,,Ramallah and al-Bira,Demolition on the pretext of unlawful construction,
231,2019-01-01,Palestine,1.97 billion,"4,895,000",1.0,3.48,10.6,17.1,135.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,12,30,11,The West Bank (Excluding East Jerusalem),Residential Structure,,Tubas,Demolition on the pretext of unlawful construction,
232,2019-01-01,Palestine,1.97 billion,"4,895,000",1.0,3.48,10.6,17.1,135.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,127,189,96,East Jerusalem,Residential Structure,,East Jerusalem,Demolition on the pretext of unlawful construction,Authorities
233,2019-01-01,Palestine,1.97 billion,"4,895,000",1.0,3.48,10.6,17.1,135.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,42,139,86,East Jerusalem,Residential Structure,,East Jerusalem,Demolition on the pretext of unlawful construction,Owners
234,2019-01-01,Palestine,1.97 billion,"4,895,000",1.0,3.48,10.6,17.1,135.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,79,0,0,East Jerusalem,Non Residential Structure,,East Jerusalem,Demolition on the pretext of unlawful construction,Authorities
235,2019-01-01,Palestine,1.97 billion,"4,895,000",1.0,3.48,10.6,17.1,135.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,16,0,0,East Jerusalem,Non Residential Structure,,East Jerusalem,Demolition on the pretext of unlawful construction,Owners
236,2019-01-01,Palestine,1.97 billion,"4,895,000",1.0,3.48,10.6,17.1,135.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,1,0,0,The West Bank (Excluding East Jerusalem),Residential Structure,Partial Demolition,Ramallah and al-Bira,Demolition for alleged military purposes,
237,2019-01-01,Palestine,1.97 billion,"4,895,000",1.0,3.48,10.6,17.1,135.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,7,27,10,The West Bank (Excluding East Jerusalem),Residential Structure,Complete Demolition,Herbron,Demolition of houses as punishment,
238,2019-01-01,Palestine,1.97 billion,"4,895,000",1.0,3.48,10.6,17.1,135.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,6,3,1,The West Bank (Excluding East Jerusalem),Residential Structure,Complete Demolition,Ramallah and al-Bira,Demolition of houses as punishment,
239,2019-01-01,Palestine,1.97 billion,"4,895,000",1.0,3.48,10.6,17.1,135.0,0,0,0.0,0,0,0.0,0,0 - 0,Medium PIB,1,6,4,The West Bank (Excluding East Jerusalem),Residential Structure,Complete Demolition,Salfit,Demolition of houses as punishment,
240,2020-01-01,Palestine,2.0 billion,"4,934,000",-7.7,3.46,10.3,16.7,137.0,0,0,98.5,1.03 billion,0,0.0,0,0 - 0,Low PIB,27,71,32,The West Bank (Excluding East Jerusalem),Residential Structure,,Al-Quds,Demolition on the pretext of unlawful construction,
241,2020-01-01,Palestine,2.0 billion,"4,934,000",-7.7,3.46,10.3,16.7,137.0,0,0,98.5,1.03 billion,0,0.0,0,0 - 0,Low PIB,17,104,54,The West Bank (Excluding East Jerusalem),Residential Structure,,Bethlehem,Demolition on the pretext of unlawful construction,
242,2020-01-01,Palestine,2.0 billion,"4,934,000",-7.7,3.46,10.3,16.7,137.0,0,0,98.5,1.03 billion,0,0.0,0,0 - 0,Low PIB,35,182,94,The West Bank (Excluding East Jerusalem),Residential Structure,,Hebron,Demolition on the pretext of unlawful construction,
243,2020-01-01,Palestine,2.0 billion,"4,934,000",-7.7,3.46,10.3,16.7,137.0,0,0,98.5,1.03 billion,0,0.0,0,0 - 0,Low PIB,4,0,0,The West Bank (Excluding East Jerusalem),Residential Structure,,Jenin,Demolition on the pretext of unlawful construction,
244,2020-01-01,Palestine,2.0 billion,"4,934,000",-7.7,3.46,10.3,16.7,137.0,0,0,98.5,1.03 billion,0,0.0,0,0 - 0,Low PIB,36,117,62,The West Bank (Excluding East Jerusalem),Residential Structure,,Jericho,Demolition on the pretext of unlawful construction,
245,2020-01-01,Palestine,2.0 billion,"4,934,000",-7.7,3.46,10.3,16.7,137.0,0,0,98.5,1.03 billion,0,0.0,0,0 - 0,Low PIB,2,6,4,The West Bank (Excluding East Jerusalem),Residential Structure,,Nablus,Demolition on the pretext of unlawful construction,
246,2020-01-01,Palestine,2.0 billion,"4,934,000",-7.7,3.46,10.3,16.7,137.0,0,0,98.5,1.03 billion,0,0.0,0,0 - 0,Low PIB,9,33,13,The West Bank (Excluding East Jerusalem),Residential Structure,,Ramallah and al-Bira,Demolition on the pretext of unlawful construction,
247,2020-01-01,Palestine,2.0 billion,"4,934,000",-7.7,3.46,10.3,16.7,137.0,0,0,98.5,1.03 billion,0,0.0,0,0 - 0,Low PIB,1,0,0,The West Bank (Excluding East Jerusalem),Residential Structure,,Salfit,Demolition on the pretext of unlawful construction,
248,2020-01-01,Palestine,2.0 billion,"4,934,000",-7.7,3.46,10.3,16.7,137.0,0,0,98.5,1.03 billion,0,0.0,0,0 - 0,Low PIB,20,97,52,The West Bank (Excluding East Jerusalem),Residential Structure,,Tubas,Demolition on the pretext of unlawful construction,
249,2020-01-01,Palestine,2.0 billion,"4,934,000",-7.7,3.46,10.3,16.7,137.0,0,0,98.5,1.03 billion,0,0.0,0,0 - 0,Low PIB,40,89,47,East Jerusalem,Residential Structure,,East Jerusalem,Demolition on the pretext of unlawful construction,Authorities
250,2020-01-01,Palestine,2.0 billion,"4,934,000",-7.7,3.46,10.3,16.7,137.0,0,0,98.5,1.03 billion,0,0.0,0,0 - 0,Low PIB,81,290,147,East Jerusalem,Residential Structure,,East Jerusalem,Demolition on the pretext of unlawful construction,Owners
251,2020-01-01,Palestine,2.0 billion,"4,934,000",-7.7,3.46,10.3,16.7,137.0,0,0,98.5,1.03 billion,0,0.0,0,0 - 0,Low PIB,27,0,0,East Jerusalem,Non Residential Structure,,East Jerusalem,Demolition on the pretext of unlawful construction,Authorities
252,2020-01-01,Palestine,2.0 billion,"4,934,000",-7.7,3.46,10.3,16.7,137.0,0,0,98.5,1.03 billion,0,0.0,0,0 - 0,Low PIB,17,0,0,East Jerusalem,Non Residential Structure,,East Jerusalem,Demolition on the pretext of unlawful construction,Owners
253,2020-01-01,Palestine,2.0 billion,"4,934,000",-7.7,3.46,10.3,16.7,137.0,0,0,98.5,1.03 billion,0,0.0,0,0 - 0,Low PIB,1,7,2,The West Bank (Excluding East Jerusalem),Residential Structure,Complete Demolition,Jenin,Demolition of houses as punishment,
254,2020-01-01,Palestine,2.0 billion,"4,934,000",-7.7,3.46,10.3,16.7,137.0,0,0,98.5,1.03 billion,0,0.0,0,0 - 0,Low PIB,2,7,4,The West Bank (Excluding East Jerusalem),Residential Structure,Complete Demolition,Nablus,Demolition of houses as punishment,
255,2020-01-01,Palestine,2.0 billion,"4,934,000",-7.7,3.46,10.3,16.7,137.0,0,0,98.5,1.03 billion,0,0.0,0,0 - 0,Low PIB,3,8,1,The West Bank (Excluding East Jerusalem),Residential Structure,Complete Demolition,Ramallah and al-Bira,Demolition of houses as punishment,
256,2020-01-01,Palestine,2.0 billion,"4,934,000",-7.7,3.46,10.3,16.7,137.0,0,0,98.5,1.03 billion,0,0.0,0,0 - 0,Low PIB,1,0,0,The West Bank (Excluding East Jerusalem),Residential Structure,Partial Demolition,Jenin,Demolition of houses as punishment,
257,2021-01-01,Palestine,4.86 billion,"5,368,000",-11.4,3.24,12.6,15.2,352.0,0,0,98.6,1.10 billion,0,0.0,0,0 - 0,Low PIB,8,31,14,The West Bank (Excluding East Jerusalem),Residential Structure,,Al-Quds,Demolition on the pretext of unlawful construction,
258,2021-01-01,Palestine,4.86 billion,"5,368,000",-11.4,3.24,12.6,15.2,352.0,0,0,98.6,1.10 billion,0,0.0,0,0 - 0,Low PIB,3,5,1,The West Bank (Excluding East Jerusalem),Residential Structure,,Bethlehem,Demolition on the pretext of unlawful construction,
259,2021-01-01,Palestine,4.86 billion,"5,368,000",-11.4,3.24,12.6,15.2,352.0,0,0,98.6,1.10 billion,0,0.0,0,0 - 0,Low PIB,7,18,12,The West Bank (Excluding East Jerusalem),Residential Structure,,Hebron,Demolition on the pretext of unlawful construction,
260,2021-01-01,Palestine,4.86 billion,"5,368,000",-11.4,3.24,12.6,15.2,352.0,0,0,98.6,1.10 billion,0,0.0,0,0 - 0,Low PIB,1,0,0,The West Bank (Excluding East Jerusalem),Residential Structure,,Jenin,Demolition on the pretext of unlawful construction,
261,2021-01-01,Palestine,4.86 billion,"5,368,000",-11.4,3.24,12.6,15.2,352.0,0,0,98.6,1.10 billion,0,0.0,0,0 - 0,Low PIB,16,78,33,The West Bank (Excluding East Jerusalem),Residential Structure,,Jericho,Demolition on the pretext of unlawful construction,
262,2021-01-01,Palestine,4.86 billion,"5,368,000",-11.4,3.24,12.6,15.2,352.0,0,0,98.6,1.10 billion,0,0.0,0,0 - 0,Low PIB,6,20,12,The West Bank (Excluding East Jerusalem),Residential Structure,,Nablus,Demolition on the pretext of unlawful construction,
263,2021-01-01,Palestine,4.86 billion,"5,368,000",-11.4,3.24,12.6,15.2,352.0,0,0,98.6,1.10 billion,0,0.0,0,0 - 0,Low PIB,1,0,0,The West Bank (Excluding East Jerusalem),Residential Structure,,Qalqiliya,Demolition on the pretext of unlawful construction,
264,2021-01-01,Palestine,4.86 billion,"5,368,000",-11.4,3.24,12.6,15.2,352.0,0,0,98.6,1.10 billion,0,0.0,0,0 - 0,Low PIB,41,80,45,The West Bank (Excluding East Jerusalem),Residential Structure,,Tubas,Demolition on the pretext of unlawful construction,
265,2021-01-01,Palestine,4.86 billion,"5,368,000",-11.4,3.24,12.6,15.2,352.0,0,0,98.6,1.10 billion,0,0.0,0,0 - 0,Low PIB,14,29,14,East Jerusalem,Residential Structure,,East Jerusalem,Demolition on the pretext of unlawful construction,Authorities
266,2021-01-01,Palestine,4.86 billion,"5,368,000",-11.4,3.24,12.6,15.2,352.0,0,0,98.6,1.10 billion,0,0.0,0,0 - 0,Low PIB,8,27,15,East Jerusalem,Residential Structure,,East Jerusalem,Demolition on the pretext of unlawful construction,Owners
267,2021-01-01,Palestine,4.86 billion,"5,368,000",-11.4,3.24,12.6,15.2,352.0,0,0,98.6,1.10 billion,0,0.0,0,0 - 0,Low PIB,18,0,0,East Jerusalem,Non Residential Structure,,East Jerusalem,Demolition on the pretext of unlawful construction,Authorities
268,2021-01-01,Palestine,4.86 billion,"5,368,000",-11.4,3.24,12.6,15.2,352.0,0,0,98.6,1.10 billion,0,0.0,0,0 - 0,Low PIB,5,0,0,East Jerusalem,Non Residential Structure,,East Jerusalem,Demolition on the pretext of unlawful construction,Owners
269,2021-01-01,Palestine,4.86 billion,"5,368,000",-11.4,3.24,12.6,15.2,352.0,0,0,98.6,1.10 billion,0,0.0,0,0 - 0,Low PIB,2,6,4,The West Bank (Excluding East Jerusalem),Residential Structure,Complete Demolition,Jenin,Demolition of houses as punishment,
